id,image_path,original_image_path,input_type,true,pred,correct,invalid,generated_text,full_output,returncode,wall_s,raw_log_path,mtmd_encode_ms,prompt_eval_ms,prompt_eval_tokens,decode_eval_ms,decode_eval_tokens,total_ms,total_tokens
two_up_00002,data/hagrid_day1/images/two_up/two_up_00002.jpg,,full_image,two_up,peace,False,False,peace,,0,33.741561075999925,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0000_two_up_two_up_00002.txt,8619.0,,,,,,
palm_00002,data/hagrid_day1/images/palm/palm_00002.jpg,,full_image,palm,stop,False,False,stop,,0,14.393729416000497,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0001_palm_palm_00002.txt,8632.0,,,,,,
fist_00002,data/hagrid_day1/images/fist/fist_00002.jpg,,full_image,fist,fist,True,False,fist,,0,14.821780181000577,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0002_fist_fist_00002.txt,8569.0,,,,,,
stop_00003,data/hagrid_day1/images/stop/stop_00003.jpg,,full_image,stop,stop,True,False,stop,,0,14.264676455000881,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0003_stop_stop_00003.txt,8553.0,,,,,,
four_00001,data/hagrid_day1/images/four/four_00001.jpg,,full_image,four,four,True,False,four,,0,14.232349085999886,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0004_four_four_00001.txt,8583.0,,,,,,
like_00001,data/hagrid_day1/images/like/like_00001.jpg,,full_image,like,like,True,False,like,,0,14.175486174999605,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0005_like_like_00001.txt,8545.0,,,,,,
ok_00004,data/hagrid_day1/images/ok/ok_00004.jpg,,full_image,ok,ok,True,False,ok,,0,14.120733789999576,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0006_ok_ok_00004.txt,8470.0,,,,,,
mute_00001,data/hagrid_day1/images/mute/mute_00001.jpg,,full_image,mute,mute,True,False,mute,,0,14.17412377599976,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0007_mute_mute_00001.txt,8535.0,,,,,,
stop_inverted_00004,data/hagrid_day1/images/stop_inverted/stop_inverted_00004.jpg,,full_image,stop_inverted,stop,False,False,stop,,0,14.140035526999782,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0008_stop_inverted_stop_inverted_00004.txt,8510.0,,,,,,
call_00002,data/hagrid_day1/images/call/call_00002.jpg,,full_image,call,call,True,False,call,,0,14.183851088000665,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0009_call_call_00002.txt,8541.0,,,,,,
peace_inverted_00001,data/hagrid_day1/images/peace_inverted/peace_inverted_00001.jpg,,full_image,peace_inverted,peace,False,False,peace,,0,14.131427140000596,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0010_peace_inverted_peace_inverted_00001.txt,8458.0,,,,,,
three2_00003,data/hagrid_day1/images/three2/three2_00003.jpg,,full_image,three2,peace,False,False,peace,,0,12.767663946999164,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0011_three2_three2_00003.txt,7199.0,,,,,,
rock_00000,data/hagrid_day1/images/rock/rock_00000.jpg,,full_image,rock,rock,True,False,rock,,0,14.117861044000165,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0012_rock_rock_00000.txt,8498.0,,,,,,
peace_00002,data/hagrid_day1/images/peace/peace_00002.jpg,,full_image,peace,peace,True,False,peace,,0,14.148262808999789,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0013_peace_peace_00002.txt,8524.0,,,,,,
two_up_inverted_00003,data/hagrid_day1/images/two_up_inverted/two_up_inverted_00003.jpg,,full_image,two_up_inverted,two_up_inverted,True,False,two_up_inverted,,0,14.525259915999413,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0014_two_up_inverted_two_up_inverted_00003.txt,8551.0,,,,,,
dislike_00001,data/hagrid_day1/images/dislike/dislike_00001.jpg,,full_image,dislike,dislike,True,False,dislike,,0,14.199009893000039,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0015_dislike_dislike_00001.txt,8470.0,,,,,,
three_00001,data/hagrid_day1/images/three/three_00001.jpg,,full_image,three,peace,False,False,peace,,0,14.044314386999758,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0016_three_three_00001.txt,8433.0,,,,,,
one_00000,data/hagrid_day1/images/one/one_00000.jpg,,full_image,one,one,True,False,one,,0,14.123551558001054,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0017_one_one_00000.txt,8485.0,,,,,,
no_gesture_00000,data/hagrid_day1/images/no_gesture/no_gesture_00000.jpg,,full_image,no_gesture,call,False,False,call,,0,14.215910900000381,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_19/0018_no_gesture_no_gesture_00000.txt,8591.0,,,,,,
