index,image_path,true_label,predicted_label,valid,correct,wall_s,prompt_ms,predicted_ms,prompt_tokens,cached_tokens,predicted_tokens,raw_response,error
1,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/no_gesture/no_gesture_00003.jpg,no_gesture,call,1,0,1.435497,1294.941,96.142,375,0,2,call,
2,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/no_gesture/no_gesture_00002.jpg,no_gesture,no_gesture,1,1,1.608511,1283.912,284.868,375,0,4,no_gesture,
3,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/call/call_00002.jpg,call,call,1,1,1.417446,1282.535,94.868,375,0,2,call,
4,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/palm/palm_00002.jpg,palm,stop,1,0,1.420374,1284.165,94.399,375,0,2,stop,
5,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/peace_inverted/peace_inverted_00003.jpg,peace_inverted,peace,1,0,1.418207,1281.492,94.63,375,0,2,peace,
6,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/dislike/dislike_00001.jpg,dislike,dislike,1,1,1.513132,1282.164,190.191,375,0,3,dislike,
7,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/mute/mute_00000.jpg,mute,mute,1,1,1.416685,1281.405,94.79,375,0,2,mute,
8,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/one/one_00001.jpg,one,one,1,1,1.417427,1281.233,95.855,375,0,2,one,
9,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/four/four_00003.jpg,four,four,1,1,1.414266,1280.379,94.36,375,0,2,four,
10,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/dislike/dislike_00003.jpg,dislike,dislike,1,1,1.513140,1282.073,190.674,375,0,3,dislike,
11,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/three/three_00002.jpg,three,three,1,1,1.418825,1282.794,94.501,375,0,2,three,
12,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/three/three_00000.jpg,three,three,1,1,1.415921,1280.018,94.43,375,0,2,three,
13,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/palm/palm_00003.jpg,palm,stop,1,0,1.418891,1284.529,94.67,375,0,2,stop,
14,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/like/like_00004.jpg,like,like,1,1,1.415332,1281.023,94.363,375,0,2,like,
15,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/call/call_00001.jpg,call,call,1,1,1.404970,1268.543,94.299,375,0,2,call,
16,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/two_up/two_up_00002.jpg,two_up,peace,1,0,1.403199,1268.616,94.115,375,0,2,peace,
17,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/four/four_00004.jpg,four,three,1,0,1.405740,1271.476,94.268,375,0,2,three,
18,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/fist/fist_00004.jpg,fist,fist,1,1,1.478008,1250.012,188.314,364,0,3,fist,
19,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/no_gesture/no_gesture_00001.jpg,no_gesture,no_gesture,1,1,1.547815,1228.449,279.941,364,0,4,no_gesture,
20,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/one/one_00004.jpg,one,one,1,1,1.417631,1279.674,94.127,375,0,2,one,
21,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/dislike/dislike_00000.jpg,dislike,dislike,1,1,1.499297,1270.619,187.662,375,0,3,dislike,
22,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/peace/peace_00002.jpg,peace,peace,1,1,1.403586,1269.931,93.948,375,0,2,peace,
23,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/three2/three2_00003.jpg,three2,peace,1,0,1.342728,1211.125,93.925,353,0,2,peace,
24,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/four/four_00002.jpg,four,four,1,1,1.414769,1279.172,95.439,375,0,2,four,
25,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/two_up_inverted/two_up_inverted_00000.jpg,two_up_inverted,peace,1,0,1.409167,1275.167,93.746,375,0,2,peace,
26,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/three/three_00004.jpg,three,three,1,1,1.404668,1270.1,93.979,375,0,2,three,
27,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/peace/peace_00004.jpg,peace,peace,1,1,1.406433,1271.999,93.896,375,0,2,peace,
28,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/peace_inverted/peace_inverted_00004.jpg,peace_inverted,peace,1,0,1.292152,1162.047,94.053,342,0,2,peace,
29,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/ok/ok_00002.jpg,ok,ok,1,1,1.413893,1279.474,95.048,375,0,2,ok,
30,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/stop_inverted/stop_inverted_00000.jpg,stop_inverted,stop,1,0,1.406945,1272.798,94.236,375,0,2,stop,
31,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/peace_inverted/peace_inverted_00002.jpg,peace_inverted,peace,1,0,1.405013,1270.095,93.926,375,0,2,peace,
32,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/two_up_inverted/two_up_inverted_00004.jpg,two_up_inverted,two_up,1,0,1.504873,1274.367,188.544,375,0,3,two_up,
33,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/three2/three2_00002.jpg,three2,peace,1,0,1.285467,1155.122,93.749,342,0,2,peace,
34,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/two_up/two_up_00004.jpg,two_up,peace,1,0,1.415417,1279.63,95.056,375,0,2,peace,
35,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/like/like_00003.jpg,like,like,1,1,1.408484,1272.801,94.54,375,0,2,like,
36,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/mute/mute_00004.jpg,mute,mute,1,1,1.405465,1270.326,93.906,375,0,2,mute,
37,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/stop_inverted/stop_inverted_00002.jpg,stop_inverted,stop,1,0,1.412087,1272.595,93.986,375,0,2,stop,
