id,image_path,original_image_path,input_type,true,pred,correct,invalid,generated_text,full_output,returncode,wall_s,raw_log_path,mtmd_encode_ms,prompt_eval_ms,prompt_eval_tokens,decode_eval_ms,decode_eval_tokens,total_ms,total_tokens
two_up_00002,data/hagrid_day1/images/two_up/two_up_00002.jpg,,full_image,two_up,peace,False,False,peace,,0,19.766983876999802,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0000_two_up_two_up_00002.txt,8627.0,,,,,,
palm_00002,data/hagrid_day1/images/palm/palm_00002.jpg,,full_image,palm,stop,False,False,stop,,0,20.20388325299973,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0001_palm_palm_00002.txt,8497.0,,,,,,
fist_00002,data/hagrid_day1/images/fist/fist_00002.jpg,,full_image,fist,fist,True,False,fist,,0,19.971658373000537,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0002_fist_fist_00002.txt,8511.0,,,,,,
stop_00003,data/hagrid_day1/images/stop/stop_00003.jpg,,full_image,stop,stop,True,False,stop,,0,19.796616452999842,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0003_stop_stop_00003.txt,8472.0,,,,,,
four_00001,data/hagrid_day1/images/four/four_00001.jpg,,full_image,four,four,True,False,four,,0,19.41771007099942,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0004_four_four_00001.txt,8633.0,,,,,,
like_00001,data/hagrid_day1/images/like/like_00001.jpg,,full_image,like,like,True,False,like,,0,19.84312274400054,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0005_like_like_00001.txt,8508.0,,,,,,
ok_00004,data/hagrid_day1/images/ok/ok_00004.jpg,,full_image,ok,ok,True,False,ok,,0,19.540370020999944,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0006_ok_ok_00004.txt,8495.0,,,,,,
mute_00001,data/hagrid_day1/images/mute/mute_00001.jpg,,full_image,mute,mute,True,False,mute,,0,27.60968079400027,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0007_mute_mute_00001.txt,8541.0,,,,,,
stop_inverted_00004,data/hagrid_day1/images/stop_inverted/stop_inverted_00004.jpg,,full_image,stop_inverted,four,False,False,four,,0,20.08967082000072,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0008_stop_inverted_stop_inverted_00004.txt,8512.0,,,,,,
call_00002,data/hagrid_day1/images/call/call_00002.jpg,,full_image,call,call,True,False,call,,0,20.38393282800007,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0009_call_call_00002.txt,8556.0,,,,,,
peace_inverted_00001,data/hagrid_day1/images/peace_inverted/peace_inverted_00001.jpg,,full_image,peace_inverted,peace,False,False,peace,,0,20.320492875999662,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0010_peace_inverted_peace_inverted_00001.txt,8486.0,,,,,,
three2_00003,data/hagrid_day1/images/three2/three2_00003.jpg,,full_image,three2,peace,False,False,peace,,0,18.799287939999886,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0011_three2_three2_00003.txt,7277.0,,,,,,
rock_00000,data/hagrid_day1/images/rock/rock_00000.jpg,,full_image,rock,rock,True,False,rock,,0,20.230433749999975,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0012_rock_rock_00000.txt,8528.0,,,,,,
peace_00002,data/hagrid_day1/images/peace/peace_00002.jpg,,full_image,peace,peace,True,False,peace,,0,19.610787890999745,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0013_peace_peace_00002.txt,8528.0,,,,,,
two_up_inverted_00003,data/hagrid_day1/images/two_up_inverted/two_up_inverted_00003.jpg,,full_image,two_up_inverted,two_up,False,False,two_up,,0,20.082760004999727,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0014_two_up_inverted_two_up_inverted_00003.txt,8539.0,,,,,,
dislike_00001,data/hagrid_day1/images/dislike/dislike_00001.jpg,,full_image,dislike,dislike,True,False,dislike,,0,19.927319304000775,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0015_dislike_dislike_00001.txt,8509.0,,,,,,
three_00001,data/hagrid_day1/images/three/three_00001.jpg,,full_image,three,three,True,False,three,,0,33.571320895999634,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0016_three_three_00001.txt,8572.0,,,,,,
one_00000,data/hagrid_day1/images/one/one_00000.jpg,,full_image,one,one,True,False,one,,0,21.555016902000716,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0017_one_one_00000.txt,8503.0,,,,,,
no_gesture_00000,data/hagrid_day1/images/no_gesture/no_gesture_00000.jpg,,full_image,no_gesture,call,False,False,call,,0,20.038450448999356,results/raw_cli/qwen3vl4b_self_q8_0_mmprojq8_19/0018_no_gesture_no_gesture_00000.txt,8480.0,,,,,,
