id,image_path,original_image_path,input_type,true,pred,correct,invalid,generated_text,full_output,returncode,wall_s,raw_log_path,mtmd_encode_ms,prompt_eval_ms,prompt_eval_tokens,decode_eval_ms,decode_eval_tokens,total_ms,total_tokens
stop_00003,data/hagrid_day1/images/stop/stop_00003.jpg,,full_image,stop,stop,True,False,stop,,0,15.934325454000145,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0000_stop_stop_00003.txt,8664.0,,,,,,
fist_00001,data/hagrid_day1/images/fist/fist_00001.jpg,,full_image,fist,fist,True,False,fist,,0,13.988778997000054,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0001_fist_fist_00001.txt,8648.0,,,,,,
two_up_00001,data/hagrid_day1/images/two_up/two_up_00001.jpg,,full_image,two_up,peace,False,False,peace,,0,13.588572538000108,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0002_two_up_two_up_00001.txt,8566.0,,,,,,
palm_00000,data/hagrid_day1/images/palm/palm_00000.jpg,,full_image,palm,four,False,False,four,,0,13.656473735999953,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0003_palm_palm_00000.txt,8562.0,,,,,,
mute_00004,data/hagrid_day1/images/mute/mute_00004.jpg,,full_image,mute,mute,True,False,mute,,0,13.678629496999974,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0004_mute_mute_00004.txt,8575.0,,,,,,
palm_00003,data/hagrid_day1/images/palm/palm_00003.jpg,,full_image,palm,stop,False,False,stop,,0,13.58087039399993,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0005_palm_palm_00003.txt,8567.0,,,,,,
two_up_00003,data/hagrid_day1/images/two_up/two_up_00003.jpg,,full_image,two_up,peace,False,False,peace,,0,11.655390285000067,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0006_two_up_two_up_00003.txt,6708.0,,,,,,
four_00001,data/hagrid_day1/images/four/four_00001.jpg,,full_image,four,four,True,False,four,,0,13.742286306000096,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0007_four_four_00001.txt,8614.0,,,,,,
rock_00001,data/hagrid_day1/images/rock/rock_00001.jpg,,full_image,rock,peace,False,False,peace,,0,13.617742000999897,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0008_rock_rock_00001.txt,8623.0,,,,,,
two_up_inverted_00004,data/hagrid_day1/images/two_up_inverted/two_up_inverted_00004.jpg,,full_image,two_up_inverted,two_up,False,False,two_up,,0,13.721092282999962,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0009_two_up_inverted_two_up_inverted_00004.txt,8498.0,,,,,,
peace_00001,data/hagrid_day1/images/peace/peace_00001.jpg,,full_image,peace,peace,True,False,peace,,0,13.548184029999902,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0010_peace_peace_00001.txt,8477.0,,,,,,
stop_00004,data/hagrid_day1/images/stop/stop_00004.jpg,,full_image,stop,stop,True,False,stop,,0,13.57516855799986,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0011_stop_stop_00004.txt,8543.0,,,,,,
peace_00000,data/hagrid_day1/images/peace/peace_00000.jpg,,full_image,peace,peace,True,False,peace,,0,13.583597233000091,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0012_peace_peace_00000.txt,8502.0,,,,,,
like_00003,data/hagrid_day1/images/like/like_00003.jpg,,full_image,like,like,True,False,like,,0,13.606325877000017,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0013_like_like_00003.txt,8508.0,,,,,,
three_00003,data/hagrid_day1/images/three/three_00003.jpg,,full_image,three,peace,False,False,peace,,0,13.531557117000148,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0014_three_three_00003.txt,8516.0,,,,,,
stop_inverted_00001,data/hagrid_day1/images/stop_inverted/stop_inverted_00001.jpg,,full_image,stop_inverted,four,False,False,four,,0,13.579359504999957,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0015_stop_inverted_stop_inverted_00001.txt,8494.0,,,,,,
two_up_00004,data/hagrid_day1/images/two_up/two_up_00004.jpg,,full_image,two_up,peace,False,False,peace,,0,13.502972139000121,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0016_two_up_two_up_00004.txt,8506.0,,,,,,
stop_inverted_00002,data/hagrid_day1/images/stop_inverted/stop_inverted_00002.jpg,,full_image,stop_inverted,stop,False,False,stop,,0,13.577857515000005,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0017_stop_inverted_stop_inverted_00002.txt,8495.0,,,,,,
dislike_00002,data/hagrid_day1/images/dislike/dislike_00002.jpg,,full_image,dislike,dislike,True,False,dislike,,0,13.628677002999893,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0018_dislike_dislike_00002.txt,8470.0,,,,,,
two_up_inverted_00003,data/hagrid_day1/images/two_up_inverted/two_up_inverted_00003.jpg,,full_image,two_up_inverted,two_up_inverted,True,False,two_up_inverted,,0,13.885722018000024,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0019_two_up_inverted_two_up_inverted_00003.txt,8464.0,,,,,,
like_00002,data/hagrid_day1/images/like/like_00002.jpg,,full_image,like,like,True,False,like,,0,13.55467927299992,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0020_like_like_00002.txt,8496.0,,,,,,
stop_inverted_00000,data/hagrid_day1/images/stop_inverted/stop_inverted_00000.jpg,,full_image,stop_inverted,stop,False,False,stop,,0,13.488275924999925,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0021_stop_inverted_stop_inverted_00000.txt,8457.0,,,,,,
palm_00004,data/hagrid_day1/images/palm/palm_00004.jpg,,full_image,palm,stop,False,False,stop,,0,13.533781782999995,results/raw_cli/qwen3vl4b_self_q4_k_m_mmprojq8_95/0022_palm_palm_00004.txt,8507.0,,,,,,
