index,image_path,true_label,predicted_label,valid,correct,wall_s,prompt_ms,predicted_ms,prompt_tokens,cached_tokens,predicted_tokens,raw_response,error
1,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/no_gesture/no_gesture_00003.jpg,no_gesture,call,1,0,6.888889,6666.86,192.393,375,0,2,call,
2,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/no_gesture/no_gesture_00002.jpg,no_gesture,no_gesture,1,1,7.208170,6666.6,514.942,375,0,4,no_gesture,
3,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/call/call_00002.jpg,call,call,1,1,6.854739,6641.115,186.419,375,0,2,call,
4,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/palm/palm_00002.jpg,palm,palm,1,1,7.073515,6702.325,342.144,375,0,3,palm,
5,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/peace_inverted/peace_inverted_00003.jpg,peace_inverted,peace,1,0,6.888259,6651.386,209.102,375,0,2,peace,
6,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/dislike/dislike_00001.jpg,dislike,dislike,1,1,7.050325,6643.321,377.851,375,0,3,dislike,
7,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/mute/mute_00000.jpg,mute,mute,1,1,6.860626,6647.464,185.477,375,0,2,mute,
8,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/one/one_00001.jpg,one,one,1,1,6.889359,6664.983,194.85,375,0,2,one,
9,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/four/four_00003.jpg,four,four,1,1,6.908722,6685.889,192.775,375,0,2,four,
10,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/dislike/dislike_00003.jpg,dislike,dislike,1,1,7.078597,6687.842,361.147,375,0,3,dislike,
11,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/three/three_00002.jpg,three,ok,1,0,6.896768,6682.893,185.95,375,0,2,ok,
12,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/three/three_00000.jpg,three,three,1,1,6.909808,6694.226,186.243,375,0,2,three,
13,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/palm/palm_00003.jpg,palm,four,1,0,6.778497,6564.083,186.565,375,0,2,four,
14,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/like/like_00004.jpg,like,like,1,1,6.879240,6658.26,193.017,375,0,2,like,
15,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/call/call_00001.jpg,call,call,1,1,7.001431,6787.733,182.491,375,0,2,call,
16,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/two_up/two_up_00002.jpg,two_up,peace,1,0,7.011623,6752.057,231.799,375,0,2,peace,
17,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/four/four_00004.jpg,four,three,1,0,7.229413,7014.504,185.403,375,0,2,three,
18,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/fist/fist_00004.jpg,fist,fist,1,1,6.896665,6425.16,442.991,364,0,3,fist,
19,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/no_gesture/no_gesture_00001.jpg,no_gesture,no_gesture,1,1,6.840316,6280.81,538.122,364,0,4,no_gesture,
20,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/one/one_00004.jpg,one,one,1,1,6.825453,6591.019,205.905,375,0,2,one,
21,/home/andrewchen/vlm-edge-project/data/hagrid_day1_resize336/images/dislike/dislike_00000.jpg,dislike,dislike,1,1,7.049932,6661.245,359.252,375,0,3,dislike,
