id,image_path,true,pred,correct,invalid,generated_text,returncode,wall_s,raw_log_path,prompt_eval_ms,prompt_eval_tokens,decode_eval_ms,decode_eval_tokens,total_ms,total_tokens
stop_00003,data/hagrid_day1/images/stop/stop_00003.jpg,stop,peace,False,False,Peace,0,3.534022267907858,results/raw_cli/llava15_7b_q4_cli_balanced_95/0000_stop_stop_00003.txt,,,,,,
fist_00001,data/hagrid_day1/images/fist/fist_00001.jpg,fist,fist,True,False,Fist,0,3.5931150633841753,results/raw_cli/llava15_7b_q4_cli_balanced_95/0001_fist_fist_00001.txt,,,,,,
two_up_00001,data/hagrid_day1/images/two_up/two_up_00001.jpg,two_up,fist,False,False,fist,0,3.5802488904446363,results/raw_cli/llava15_7b_q4_cli_balanced_95/0002_two_up_two_up_00001.txt,,,,,,
palm_00000,data/hagrid_day1/images/palm/palm_00000.jpg,palm,fist,False,False,fist,0,3.7420537397265434,results/raw_cli/llava15_7b_q4_cli_balanced_95/0003_palm_palm_00000.txt,,,,,,
mute_00004,data/hagrid_day1/images/mute/mute_00004.jpg,mute,fist,False,False,fist,0,3.651929682120681,results/raw_cli/llava15_7b_q4_cli_balanced_95/0004_mute_mute_00004.txt,,,,,,
palm_00003,data/hagrid_day1/images/palm/palm_00003.jpg,palm,fist,False,False,Fist,0,3.5722456201910973,results/raw_cli/llava15_7b_q4_cli_balanced_95/0005_palm_palm_00003.txt,,,,,,
two_up_00003,data/hagrid_day1/images/two_up/two_up_00003.jpg,two_up,peace,False,False,Peace,0,3.523577146232128,results/raw_cli/llava15_7b_q4_cli_balanced_95/0006_two_up_two_up_00003.txt,,,,,,
four_00001,data/hagrid_day1/images/four/four_00001.jpg,four,fist,False,False,Fist,0,3.5711510237306356,results/raw_cli/llava15_7b_q4_cli_balanced_95/0007_four_four_00001.txt,,,,,,
rock_00001,data/hagrid_day1/images/rock/rock_00001.jpg,rock,fist,False,False,fist,0,3.6139380894601345,results/raw_cli/llava15_7b_q4_cli_balanced_95/0008_rock_rock_00001.txt,,,,,,
two_up_inverted_00004,data/hagrid_day1/images/two_up_inverted/two_up_inverted_00004.jpg,two_up_inverted,fist,False,False,fist,0,3.5752678718417883,results/raw_cli/llava15_7b_q4_cli_balanced_95/0009_two_up_inverted_two_up_inverted_00004.txt,,,,,,
peace_00001,data/hagrid_day1/images/peace/peace_00001.jpg,peace,peace,True,False,Peace,0,3.5829787831753492,results/raw_cli/llava15_7b_q4_cli_balanced_95/0010_peace_peace_00001.txt,,,,,,
stop_00004,data/hagrid_day1/images/stop/stop_00004.jpg,stop,fist,False,False,fist,0,3.571895381435752,results/raw_cli/llava15_7b_q4_cli_balanced_95/0011_stop_stop_00004.txt,,,,,,
peace_00000,data/hagrid_day1/images/peace/peace_00000.jpg,peace,peace,True,False,Peace,0,3.5379898454993963,results/raw_cli/llava15_7b_q4_cli_balanced_95/0012_peace_peace_00000.txt,,,,,,
like_00003,data/hagrid_day1/images/like/like_00003.jpg,like,INVALID,False,True,thumb up,0,3.66847668774426,results/raw_cli/llava15_7b_q4_cli_balanced_95/0013_like_like_00003.txt,,,,,,
three_00003,data/hagrid_day1/images/three/three_00003.jpg,three,fist,False,False,fist,0,3.576702931895852,results/raw_cli/llava15_7b_q4_cli_balanced_95/0014_three_three_00003.txt,,,,,,
stop_inverted_00001,data/hagrid_day1/images/stop_inverted/stop_inverted_00001.jpg,stop_inverted,fist,False,False,fist,0,3.572987148538232,results/raw_cli/llava15_7b_q4_cli_balanced_95/0015_stop_inverted_stop_inverted_00001.txt,,,,,,
two_up_00004,data/hagrid_day1/images/two_up/two_up_00004.jpg,two_up,fist,False,False,fist,0,3.710120240226388,results/raw_cli/llava15_7b_q4_cli_balanced_95/0016_two_up_two_up_00004.txt,,,,,,
stop_inverted_00002,data/hagrid_day1/images/stop_inverted/stop_inverted_00002.jpg,stop_inverted,fist,False,False,fist,0,3.5703413523733616,results/raw_cli/llava15_7b_q4_cli_balanced_95/0017_stop_inverted_stop_inverted_00002.txt,,,,,,
dislike_00002,data/hagrid_day1/images/dislike/dislike_00002.jpg,dislike,INVALID,False,True,thumb down,0,3.6113614551723003,results/raw_cli/llava15_7b_q4_cli_balanced_95/0018_dislike_dislike_00002.txt,,,,,,
two_up_inverted_00003,data/hagrid_day1/images/two_up_inverted/two_up_inverted_00003.jpg,two_up_inverted,fist,False,False,fist,0,3.5460290145128965,results/raw_cli/llava15_7b_q4_cli_balanced_95/0019_two_up_inverted_two_up_inverted_00003.txt,,,,,,
like_00002,data/hagrid_day1/images/like/like_00002.jpg,like,INVALID,False,True,thumb up,0,3.5693781469017267,results/raw_cli/llava15_7b_q4_cli_balanced_95/0020_like_like_00002.txt,,,,,,
stop_inverted_00000,data/hagrid_day1/images/stop_inverted/stop_inverted_00000.jpg,stop_inverted,fist,False,False,fist,0,3.568783849477768,results/raw_cli/llava15_7b_q4_cli_balanced_95/0021_stop_inverted_stop_inverted_00000.txt,,,,,,
palm_00004,data/hagrid_day1/images/palm/palm_00004.jpg,palm,peace,False,False,Peace,0,3.576583169400692,results/raw_cli/llava15_7b_q4_cli_balanced_95/0022_palm_palm_00004.txt,,,,,,
like_00000,data/hagrid_day1/images/like/like_00000.jpg,like,INVALID,False,True,thumb up,0,3.5902026314288378,results/raw_cli/llava15_7b_q4_cli_balanced_95/0023_like_like_00000.txt,,,,,,
fist_00002,data/hagrid_day1/images/fist/fist_00002.jpg,fist,fist,True,False,Fist,0,3.602812096476555,results/raw_cli/llava15_7b_q4_cli_balanced_95/0024_fist_fist_00002.txt,,,,,,
peace_00004,data/hagrid_day1/images/peace/peace_00004.jpg,peace,peace,True,False,Peace,0,3.5625267941504717,results/raw_cli/llava15_7b_q4_cli_balanced_95/0025_peace_peace_00004.txt,,,,,,
four_00003,data/hagrid_day1/images/four/four_00003.jpg,four,fist,False,False,Fist,0,3.6265714559704065,results/raw_cli/llava15_7b_q4_cli_balanced_95/0026_four_four_00003.txt,,,,,,
one_00003,data/hagrid_day1/images/one/one_00003.jpg,one,fist,False,False,fist,0,3.588532630354166,results/raw_cli/llava15_7b_q4_cli_balanced_95/0027_one_one_00003.txt,,,,,,
peace_inverted_00001,data/hagrid_day1/images/peace_inverted/peace_inverted_00001.jpg,peace_inverted,fist,False,False,fist,0,3.574202861636877,results/raw_cli/llava15_7b_q4_cli_balanced_95/0028_peace_inverted_peace_inverted_00001.txt,,,,,,
call_00002,data/hagrid_day1/images/call/call_00002.jpg,call,INVALID,False,True,thumb up,0,3.5645299330353737,results/raw_cli/llava15_7b_q4_cli_balanced_95/0029_call_call_00002.txt,,,,,,
two_up_00002,data/hagrid_day1/images/two_up/two_up_00002.jpg,two_up,peace,False,False,Peace,0,3.53458115644753,results/raw_cli/llava15_7b_q4_cli_balanced_95/0030_two_up_two_up_00002.txt,,,,,,
rock_00003,data/hagrid_day1/images/rock/rock_00003.jpg,rock,fist,False,False,fist,0,3.620779247954488,results/raw_cli/llava15_7b_q4_cli_balanced_95/0031_rock_rock_00003.txt,,,,,,
ok_00001,data/hagrid_day1/images/ok/ok_00001.jpg,ok,fist,False,False,Fist,0,3.592380477115512,results/raw_cli/llava15_7b_q4_cli_balanced_95/0032_ok_ok_00001.txt,,,,,,
peace_inverted_00004,data/hagrid_day1/images/peace_inverted/peace_inverted_00004.jpg,peace_inverted,dislike,False,False,dislike,0,3.552692024037242,results/raw_cli/llava15_7b_q4_cli_balanced_95/0033_peace_inverted_peace_inverted_00004.txt,,,,,,
no_gesture_00000,data/hagrid_day1/images/no_gesture/no_gesture_00000.jpg,no_gesture,fist,False,False,fist,0,3.5855172406882048,results/raw_cli/llava15_7b_q4_cli_balanced_95/0034_no_gesture_no_gesture_00000.txt,,,,,,
like_00001,data/hagrid_day1/images/like/like_00001.jpg,like,INVALID,False,True,thumb up,0,3.5866813361644745,results/raw_cli/llava15_7b_q4_cli_balanced_95/0035_like_like_00001.txt,,,,,,
ok_00002,data/hagrid_day1/images/ok/ok_00002.jpg,ok,fist,False,False,Fist,0,3.576533181592822,results/raw_cli/llava15_7b_q4_cli_balanced_95/0036_ok_ok_00002.txt,,,,,,
peace_inverted_00000,data/hagrid_day1/images/peace_inverted/peace_inverted_00000.jpg,peace_inverted,peace,False,False,Peace,0,3.7826952673494816,results/raw_cli/llava15_7b_q4_cli_balanced_95/0037_peace_inverted_peace_inverted_00000.txt,,,,,,
dislike_00004,data/hagrid_day1/images/dislike/dislike_00004.jpg,dislike,INVALID,False,True,thumb down,0,3.8098658192902803,results/raw_cli/llava15_7b_q4_cli_balanced_95/0038_dislike_dislike_00004.txt,,,,,,
peace_inverted_00002,data/hagrid_day1/images/peace_inverted/peace_inverted_00002.jpg,peace_inverted,peace,False,False,Peace,0,3.764456247910857,results/raw_cli/llava15_7b_q4_cli_balanced_95/0039_peace_inverted_peace_inverted_00002.txt,,,,,,
two_up_inverted_00001,data/hagrid_day1/images/two_up_inverted/two_up_inverted_00001.jpg,two_up_inverted,fist,False,False,Fist,0,3.8302494995296,results/raw_cli/llava15_7b_q4_cli_balanced_95/0040_two_up_inverted_two_up_inverted_00001.txt,,,,,,
two_up_inverted_00000,data/hagrid_day1/images/two_up_inverted/two_up_inverted_00000.jpg,two_up_inverted,fist,False,False,fist,0,3.8437100127339363,results/raw_cli/llava15_7b_q4_cli_balanced_95/0041_two_up_inverted_two_up_inverted_00000.txt,,,,,,
ok_00003,data/hagrid_day1/images/ok/ok_00003.jpg,ok,fist,False,False,Fist,0,3.8141040578484535,results/raw_cli/llava15_7b_q4_cli_balanced_95/0042_ok_ok_00003.txt,,,,,,
mute_00002,data/hagrid_day1/images/mute/mute_00002.jpg,mute,fist,False,False,fist,0,3.830771343782544,results/raw_cli/llava15_7b_q4_cli_balanced_95/0043_mute_mute_00002.txt,,,,,,
one_00000,data/hagrid_day1/images/one/one_00000.jpg,one,fist,False,False,Fist,0,3.8421405404806137,results/raw_cli/llava15_7b_q4_cli_balanced_95/0044_one_one_00000.txt,,,,,,
ok_00000,data/hagrid_day1/images/ok/ok_00000.jpg,ok,fist,False,False,Fist,0,3.8177984952926636,results/raw_cli/llava15_7b_q4_cli_balanced_95/0045_ok_ok_00000.txt,,,,,,
call_00000,data/hagrid_day1/images/call/call_00000.jpg,call,call,True,False,call,0,3.770122295245528,results/raw_cli/llava15_7b_q4_cli_balanced_95/0046_call_call_00000.txt,,,,,,
stop_inverted_00003,data/hagrid_day1/images/stop_inverted/stop_inverted_00003.jpg,stop_inverted,fist,False,False,fist,0,3.832394452765584,results/raw_cli/llava15_7b_q4_cli_balanced_95/0047_stop_inverted_stop_inverted_00003.txt,,,,,,
one_00004,data/hagrid_day1/images/one/one_00004.jpg,one,ok,False,False,Ok,0,3.7936845626682043,results/raw_cli/llava15_7b_q4_cli_balanced_95/0048_one_one_00004.txt,,,,,,
no_gesture_00004,data/hagrid_day1/images/no_gesture/no_gesture_00004.jpg,no_gesture,fist,False,False,fist,0,3.842818884178996,results/raw_cli/llava15_7b_q4_cli_balanced_95/0049_no_gesture_no_gesture_00004.txt,,,,,,
no_gesture_00002,data/hagrid_day1/images/no_gesture/no_gesture_00002.jpg,no_gesture,fist,False,False,fist,0,3.8112969994544983,results/raw_cli/llava15_7b_q4_cli_balanced_95/0050_no_gesture_no_gesture_00002.txt,,,,,,
call_00004,data/hagrid_day1/images/call/call_00004.jpg,call,peace,False,False,Peace,0,3.8084522020071745,results/raw_cli/llava15_7b_q4_cli_balanced_95/0051_call_call_00004.txt,,,,,,
three_00004,data/hagrid_day1/images/three/three_00004.jpg,three,fist,False,False,fist,0,3.810858303681016,results/raw_cli/llava15_7b_q4_cli_balanced_95/0052_three_three_00004.txt,,,,,,
four_00004,data/hagrid_day1/images/four/four_00004.jpg,four,peace,False,False,Peace,0,3.7879551891237497,results/raw_cli/llava15_7b_q4_cli_balanced_95/0053_four_four_00004.txt,,,,,,
three2_00001,data/hagrid_day1/images/three2/three2_00001.jpg,three2,fist,False,False,fist,0,3.82544513233006,results/raw_cli/llava15_7b_q4_cli_balanced_95/0054_three2_three2_00001.txt,,,,,,
three2_00000,data/hagrid_day1/images/three2/three2_00000.jpg,three2,fist,False,False,fist,0,3.8381973039358854,results/raw_cli/llava15_7b_q4_cli_balanced_95/0055_three2_three2_00000.txt,,,,,,
four_00002,data/hagrid_day1/images/four/four_00002.jpg,four,fist,False,False,fist,0,3.7881190478801727,results/raw_cli/llava15_7b_q4_cli_balanced_95/0056_four_four_00002.txt,,,,,,
three2_00003,data/hagrid_day1/images/three2/three2_00003.jpg,three2,peace,False,False,Peace,0,3.7585161440074444,results/raw_cli/llava15_7b_q4_cli_balanced_95/0057_three2_three2_00003.txt,,,,,,
stop_inverted_00004,data/hagrid_day1/images/stop_inverted/stop_inverted_00004.jpg,stop_inverted,fist,False,False,fist,0,3.8430587835609913,results/raw_cli/llava15_7b_q4_cli_balanced_95/0058_stop_inverted_stop_inverted_00004.txt,,,,,,
no_gesture_00001,data/hagrid_day1/images/no_gesture/no_gesture_00001.jpg,no_gesture,fist,False,False,fist,0,3.807460056617856,results/raw_cli/llava15_7b_q4_cli_balanced_95/0059_no_gesture_no_gesture_00001.txt,,,,,,
fist_00003,data/hagrid_day1/images/fist/fist_00003.jpg,fist,fist,True,False,Fist,0,3.814273603260517,results/raw_cli/llava15_7b_q4_cli_balanced_95/0060_fist_fist_00003.txt,,,,,,
palm_00001,data/hagrid_day1/images/palm/palm_00001.jpg,palm,fist,False,False,fist,0,3.8139208760112524,results/raw_cli/llava15_7b_q4_cli_balanced_95/0061_palm_palm_00001.txt,,,,,,
call_00001,data/hagrid_day1/images/call/call_00001.jpg,call,call,True,False,call,0,3.7468715123832226,results/raw_cli/llava15_7b_q4_cli_balanced_95/0062_call_call_00001.txt,,,,,,
mute_00000,data/hagrid_day1/images/mute/mute_00000.jpg,mute,fist,False,False,fist,0,3.8095245100557804,results/raw_cli/llava15_7b_q4_cli_balanced_95/0063_mute_mute_00000.txt,,,,,,
four_00000,data/hagrid_day1/images/four/four_00000.jpg,four,fist,False,False,fist,0,3.840968657284975,results/raw_cli/llava15_7b_q4_cli_balanced_95/0064_four_four_00000.txt,,,,,,
one_00001,data/hagrid_day1/images/one/one_00001.jpg,one,fist,False,False,fist,0,3.8235356770455837,results/raw_cli/llava15_7b_q4_cli_balanced_95/0065_one_one_00001.txt,,,,,,
rock_00002,data/hagrid_day1/images/rock/rock_00002.jpg,rock,fist,False,False,fist,0,3.5876966323703527,results/raw_cli/llava15_7b_q4_cli_balanced_95/0066_rock_rock_00002.txt,,,,,,
dislike_00003,data/hagrid_day1/images/dislike/dislike_00003.jpg,dislike,INVALID,False,True,thumb up,0,3.572190884500742,results/raw_cli/llava15_7b_q4_cli_balanced_95/0067_dislike_dislike_00003.txt,,,,,,
one_00002,data/hagrid_day1/images/one/one_00002.jpg,one,INVALID,False,True,thumb up,0,3.5944794435054064,results/raw_cli/llava15_7b_q4_cli_balanced_95/0068_one_one_00002.txt,,,,,,
three2_00002,data/hagrid_day1/images/three2/three2_00002.jpg,three2,fist,False,False,fist,0,3.824636271223426,results/raw_cli/llava15_7b_q4_cli_balanced_95/0069_three2_three2_00002.txt,,,,,,
palm_00002,data/hagrid_day1/images/palm/palm_00002.jpg,palm,fist,False,False,fist,0,3.807155579328537,results/raw_cli/llava15_7b_q4_cli_balanced_95/0070_palm_palm_00002.txt,,,,,,
rock_00004,data/hagrid_day1/images/rock/rock_00004.jpg,rock,fist,False,False,fist,0,3.818389853462577,results/raw_cli/llava15_7b_q4_cli_balanced_95/0071_rock_rock_00004.txt,,,,,,
peace_inverted_00003,data/hagrid_day1/images/peace_inverted/peace_inverted_00003.jpg,peace_inverted,peace,False,False,Peace,0,3.780691519379616,results/raw_cli/llava15_7b_q4_cli_balanced_95/0072_peace_inverted_peace_inverted_00003.txt,,,,,,
three_00000,data/hagrid_day1/images/three/three_00000.jpg,three,fist,False,False,fist,0,3.8206504471600056,results/raw_cli/llava15_7b_q4_cli_balanced_95/0073_three_three_00000.txt,,,,,,
peace_00003,data/hagrid_day1/images/peace/peace_00003.jpg,peace,fist,False,False,fist,0,3.818160953000188,results/raw_cli/llava15_7b_q4_cli_balanced_95/0074_peace_peace_00003.txt,,,,,,
three_00001,data/hagrid_day1/images/three/three_00001.jpg,three,fist,False,False,fist,0,3.88842130638659,results/raw_cli/llava15_7b_q4_cli_balanced_95/0075_three_three_00001.txt,,,,,,
like_00004,data/hagrid_day1/images/like/like_00004.jpg,like,INVALID,False,True,Thumbs up,0,3.8927278481423855,results/raw_cli/llava15_7b_q4_cli_balanced_95/0076_like_like_00004.txt,,,,,,
mute_00001,data/hagrid_day1/images/mute/mute_00001.jpg,mute,fist,False,False,fist,0,3.8213152792304754,results/raw_cli/llava15_7b_q4_cli_balanced_95/0077_mute_mute_00001.txt,,,,,,
stop_00002,data/hagrid_day1/images/stop/stop_00002.jpg,stop,INVALID,False,True,thumb up,0,3.811494229361415,results/raw_cli/llava15_7b_q4_cli_balanced_95/0078_stop_stop_00002.txt,,,,,,
ok_00004,data/hagrid_day1/images/ok/ok_00004.jpg,ok,fist,False,False,fist,0,3.847313057631254,results/raw_cli/llava15_7b_q4_cli_balanced_95/0079_ok_ok_00004.txt,,,,,,
stop_00001,data/hagrid_day1/images/stop/stop_00001.jpg,stop,fist,False,False,Fist,0,3.835623299703002,results/raw_cli/llava15_7b_q4_cli_balanced_95/0080_stop_stop_00001.txt,,,,,,
peace_00002,data/hagrid_day1/images/peace/peace_00002.jpg,peace,peace,True,False,Peace,0,3.7837978955358267,results/raw_cli/llava15_7b_q4_cli_balanced_95/0081_peace_peace_00002.txt,,,,,,
