id,image_path,original_image_path,input_type,true,pred,correct,invalid,generated_text,full_output,returncode,wall_s,raw_log_path,mtmd_encode_ms,prompt_eval_ms,prompt_eval_tokens,decode_eval_ms,decode_eval_tokens,total_ms,total_tokens
stop_00003,data/hagrid_day1/images/stop/stop_00003.jpg,,full_image,stop,stop,True,False,stop,,0,17.213382396000043,results/raw_cli/qwen3vl4b_self_q5_k_m_mmprojq8_95/0000_stop_stop_00003.txt,8651.0,,,,,,
fist_00001,data/hagrid_day1/images/fist/fist_00001.jpg,,full_image,fist,fist,True,False,fist,,0,15.743575317000023,results/raw_cli/qwen3vl4b_self_q5_k_m_mmprojq8_95/0001_fist_fist_00001.txt,8698.0,,,,,,
two_up_00001,data/hagrid_day1/images/two_up/two_up_00001.jpg,,full_image,two_up,peace,False,False,peace,,0,14.528494013999989,results/raw_cli/qwen3vl4b_self_q5_k_m_mmprojq8_95/0002_two_up_two_up_00001.txt,8624.0,,,,,,
palm_00000,data/hagrid_day1/images/palm/palm_00000.jpg,,full_image,palm,four,False,False,four,,0,15.549011866,results/raw_cli/qwen3vl4b_self_q5_k_m_mmprojq8_95/0003_palm_palm_00000.txt,8656.0,,,,,,
mute_00004,data/hagrid_day1/images/mute/mute_00004.jpg,,full_image,mute,mute,True,False,mute,,0,14.444531292999955,results/raw_cli/qwen3vl4b_self_q5_k_m_mmprojq8_95/0004_mute_mute_00004.txt,8638.0,,,,,,
palm_00003,data/hagrid_day1/images/palm/palm_00003.jpg,,full_image,palm,stop,False,False,stop,,0,14.56671696400008,results/raw_cli/qwen3vl4b_self_q5_k_m_mmprojq8_95/0005_palm_palm_00003.txt,8730.0,,,,,,
two_up_00003,data/hagrid_day1/images/two_up/two_up_00003.jpg,,full_image,two_up,peace,False,False,peace,,0,12.577996461000112,results/raw_cli/qwen3vl4b_self_q5_k_m_mmprojq8_95/0006_two_up_two_up_00003.txt,6801.0,,,,,,
four_00001,data/hagrid_day1/images/four/four_00001.jpg,,full_image,four,four,True,False,four,,0,14.353069557000026,results/raw_cli/qwen3vl4b_self_q5_k_m_mmprojq8_95/0007_four_four_00001.txt,8632.0,,,,,,
rock_00001,data/hagrid_day1/images/rock/rock_00001.jpg,,full_image,rock,rock,True,False,rock,,0,14.385708002000001,results/raw_cli/qwen3vl4b_self_q5_k_m_mmprojq8_95/0008_rock_rock_00001.txt,8688.0,,,,,,
two_up_inverted_00004,data/hagrid_day1/images/two_up_inverted/two_up_inverted_00004.jpg,,full_image,two_up_inverted,two_up,False,False,two_up,,0,14.508150222999802,results/raw_cli/qwen3vl4b_self_q5_k_m_mmprojq8_95/0009_two_up_inverted_two_up_inverted_00004.txt,8700.0,,,,,,
